Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
8846,11537427,"Maryum Irshad","2024-01-20 23:48:02",0.77511,1,maryumirshad
8847,11537463,"Srividya Ramamoorthy","2024-01-21 00:26:07",0.77511,1,srividyaramamoorthy
8848,11537480,"Sunil Rawal","2024-01-21 00:34:51",0.77511,1,sunilrawal662
8849,11537485,"Cynthia Ujunwa","2024-01-21 00:39:31",0.77511,1,cynthiaujunwa
8850,11537500,"Louise Alberti","2024-01-21 00:49:28",0.77511,1,louisealberti
8851,11537621,"Jayanth Sidamsety","2024-01-21 02:13:52",0.77511,1,jayanthsidamsety
8852,11537660,"Andre Stendahl","2024-01-21 02:36:08",0.77511,1,andrestendahl
8853,11537712,MrJefferson,"2024-01-21 03:06:27",0.77511,1,mrjefferson
8854,11537747,Tergel,"2024-01-21 03:29:14",0.77511,1,jaywalkin
8855,11537761,"César Antonio","2024-01-21 03:39:33",0.77511,1,csarantonio
8856,11537791,cockroaches,"2024-01-21 03:52:05",0.77511,1,cockroaches
8857,11537868,"Chris Gale","2024-01-21 04:37:16",0.77511,1,chrisgale
8858,11537883,LambertAlpha,"2024-01-21 04:53:33",0.77511,2,lambertalpha
8859,11538002,imagicallab,"2024-01-21 05:34:14",0.77511,1,imagicallab
8860,11538037,sukaruok,"2024-01-21 05:48:25",0.77511,1,sukaruok
8861,11538079,javedgenius,"2024-01-21 06:10:34",0.77511,1,javedgenius
8862,11538149,AlokBhoye,"2024-01-21 06:31:01",0.77511,2,alokbhoye
8863,11538180,"Ali Baharloui","2024-01-21 16:05:42",0.77511,3,alibhrloui
8864,11538184,Shrikrushna,"2024-01-21 06:40:17",0.77511,1,shrikrushna981
8865,11538351,"Teerapat Phopit","2024-01-21 07:38:18",0.77511,1,fankrbb
8866,11538394,"min-chih liu","2024-01-21 07:50:10",0.77511,1,minchihliu
8867,11492639,zhang.yanfeng2,"2024-01-21 08:18:54",0.77511,2,zhangyanfeng2
8868,11538529,n0n7,"2024-01-24 08:28:20",0.77511,4,natchanonm
8869,11538578,"Lucas OV","2024-01-21 09:08:54",0.77511,4,lucasov
8870,11538675,Akshita0560,"2024-01-21 09:43:48",0.77511,3,akshita0560
8871,11538694,m1lkin,"2024-01-21 09:37:32",0.77511,1,m1lkin
8872,10954216,"Morisetty kavyasri","2024-01-21 10:43:29",0.77511,2,morisettykavyasri
8873,11538873,"Sankalp Ashish","2024-01-21 10:36:31",0.77511,1,sankalpashish
8874,11538878,captain_svd,"2024-01-21 10:37:18",0.77511,1,captainsvd
8875,11538902,prthmgoyllll,"2024-01-21 10:44:13",0.77511,1,prthmgoyllll
8876,11538958,DatMomoAgain,"2024-01-21 11:06:05",0.77511,1,darmomoagain
8877,11538957,kukuday,"2024-01-21 11:06:37",0.77511,3,kukuday
8878,11538999,yew,"2024-01-21 11:17:29",0.77511,1,xzinfrared
8879,11539177,"Niklas Pelz13","2024-01-21 14:34:29",0.77511,4,niklaspelz13
8880,11539235,"Pranav Powar","2024-01-21 15:17:54",0.77511,2,pranav28
8881,11539256,AtharvaPatill,"2024-01-21 12:34:36",0.77511,1,atharvapatill
8882,11539261,"Sakshi Choudhary","2024-01-21 12:36:32",0.77511,1,sakshichoudharyy03
8883,11539321,justcabbage,"2024-01-21 13:00:27",0.77511,1,justcabbage
8884,11539421,YeYuxinCassie,"2024-01-21 13:38:11",0.77511,3,yeyuxincassie
8885,11539463,Newbie213,"2024-01-21 13:42:02",0.77511,1,newbie213
8886,11539546,"Subham Sen","2024-01-21 14:06:20",0.77511,1,autumnshrimp
8887,11539533,"Taishi Fujii","2024-01-21 14:21:29",0.77511,2,taishifujii
8888,8152151,tsuna27,"2024-01-21 14:21:47",0.77511,3,tsuna27
8889,11534731,"[Deleted] e67ac9b9-efcf-4526-8733-4b1de594105a","2024-01-21 14:22:03",0.77511,2,del=027c3b431d68ee74
8890,11539641,"Ayush #12","2024-01-21 14:36:26",0.77511,1,ayush1803
8891,9914840,Leoyeee,"2024-01-21 14:54:59",0.77511,2,leoyeee
8892,11539650,"Wang Wenjie","2024-01-21 14:40:02",0.77511,1,jokerin
8893,11539720,"Ryosuke Kawabe","2024-01-21 14:58:02",0.77511,1,ryosukekawabe
8894,11539775,"Rathik Shetty","2024-01-21 15:16:48",0.77511,1,rathikshetty
8895,11539803,"Sandoval JFde Medeiros","2024-01-24 20:38:52",0.77511,7,sandovaljfdemedeiros
8896,11539828,"Brecht Soulliaert","2024-01-21 15:30:58",0.77511,1,brechtsoulliaert
8897,11539830,"mihira liyanage","2024-01-21 15:31:39",0.77511,1,mihiraliyanage
8898,11539867,"yatin kundra 666","2024-01-21 15:39:47",0.77511,1,yatinkundra666
8899,11539887,"Marina Ermak","2024-01-21 15:46:28",0.77511,1,marinaermak
8900,11539911,"Neelakshi gupta","2024-01-21 15:54:47",0.77511,3,neelakshigupta
8901,11539946,"Maxim Novoseletsky","2024-01-21 16:14:06",0.77511,2,zatomaks
8902,11539977,"Samir Mustafa","2024-01-21 16:16:08",0.77511,1,samirmustafa
8903,11539978,Liquidus,"2024-01-21 16:16:18",0.77511,1,liquidus
8904,11539991,"Suvedha KR","2024-01-21 16:19:17",0.77511,1,suvedhakr
8905,11540004,"Prithveer Arya","2024-01-21 16:22:48",0.77511,2,prithveerarya
8906,11540121,"Ibrahim Hashim","2024-01-21 17:01:26",0.77511,1,ibrahimhashimkaggle
8907,11540157,"Du Zhang","2024-01-21 17:10:59",0.77511,1,zd031212
8908,11540189,Kanishhkaa,"2024-01-21 17:27:44",0.77511,2,kanishhkaa
8909,11540256,AdityaNohwar,"2024-01-21 17:41:38",0.77511,1,adityanohwar
8910,11540268,"Josh Ammons","2024-01-21 17:44:13",0.77511,1,joshammons
8911,11406867,Baderalabidi,"2024-01-21 18:07:16",0.77511,11,baderalabidi
8912,11540277,ParthVashish,"2024-01-21 17:48:52",0.77511,1,parthvashish
8913,11540360,"Dongre Laxman","2024-01-21 18:17:28",0.77511,1,dongrelaxman
8914,11540366,tuvshno7,"2024-01-21 18:19:50",0.77511,1,tuvshno7
8915,11540461,yixinliii,"2024-01-21 18:50:37",0.77511,1,yixinliii
8916,11540463,"Zoya Iftekhar","2024-01-21 18:50:54",0.77511,1,zoyaiftekhar
8917,11540481,basti238,"2024-01-21 19:02:50",0.77511,4,basti238
8918,11540483,Assassin651,"2024-01-21 18:55:54",0.77511,1,assassin651
8919,11540513,"Rune Su","2024-01-25 21:01:04",0.77511,2,runesu
8920,11540588,"Govindarajan Kenthapadi Kannan","2024-01-21 19:45:55",0.77511,1,govigoku
8921,11540728,hallowann,"2024-01-21 20:46:12",0.77511,1,hallowann
8922,10730957,"Suleiman Faizullin","2024-01-21 20:50:15",0.77511,2,suleimanfaizullin
8923,11540776,"Carol Learoyd","2024-01-21 21:18:15",0.77511,1,carollearoyd
8924,11540809,"Shashwat Singh #2","2024-01-21 21:39:29",0.77511,1,shashwat545
8925,11540863,"Unni Ambalapatt","2024-01-21 22:11:33",0.77511,1,unniambalapatt
8926,11540896,DeeWill,"2024-01-21 22:25:56",0.77511,2,dee203williams203
8927,11540913,"Feng Wu 888","2024-01-21 22:33:30",0.77511,1,fengwu888
8928,11541001,"IBNU SUBAGIYO","2024-01-21 23:24:59",0.77511,1,ibnusubagiyo
8929,11541052,"Nithin Reddy ","2024-01-21 23:58:58",0.77511,1,nithinreddygnr
8930,11541019,klne,"2024-01-22 00:13:17",0.77511,4,ganghe74
8931,11541237,SHIRAPOPPO,"2024-01-22 08:12:42",0.77511,6,honokashiraishi
8932,11541547,"Rosie Xu7","2024-01-22 03:17:44",0.77511,1,rosiexu7
8933,7198544,"Lai Fookfatt","2024-01-22 03:27:37",0.77511,1,laifookfatt
8934,11541618,"arthurmorozov    ","2024-01-22 03:44:25",0.77511,1,arthurmorozov
8935,11541648,guangbai,"2024-01-22 03:55:48",0.77511,1,guangbai
8936,11541685,"Baatar Baatar","2024-01-22 04:07:15",0.77511,1,baatarbaatar
8937,11541836,"Masaru Sato","2024-01-22 04:49:24",0.77511,1,masarusato
8938,11541847,"Ankush Choure","2024-01-22 04:55:07",0.77511,1,ankushchoure
8939,11541863,mayuri.pinumalla,"2024-01-22 05:00:08",0.77511,1,mayuripinumalla
8940,11541992,"Tan Jun Wei","2024-01-22 05:40:05",0.77511,1,tanjunwei
8941,11542090,"Saya Takano","2024-01-22 06:00:09",0.77511,1,sayatakano
8942,11542128,"Byungryool Jo","2024-01-22 06:09:04",0.77511,1,joryool
8943,11542174,"Hoang Tien Anh","2024-01-22 06:20:47",0.77511,1,tienanh2003
8944,11542192,kkarthi._.k07,"2024-01-23 06:41:19",0.77511,3,kkarthik07
8945,11542321,Jose_14092001,"2024-01-22 06:58:07",0.77511,1,jose14092001
8946,11542374,PDabcd,"2024-01-22 07:10:03",0.77511,1,pdabcd
8947,6924272,"akash tesla","2024-01-22 07:15:28",0.77511,3,akashtesla
8948,11542417,"Carlo Stoppani","2024-01-22 07:16:58",0.77511,2,carlostoppani
8949,11542621,"syed Salahuddin quadri","2024-01-22 08:14:17",0.77511,2,salahuddin5841
8950,11542655,"Anubhav Sood","2024-01-22 08:19:01",0.77511,1,anubhavsood
8951,11542685,"Joel Colobong","2024-01-22 08:29:56",0.77511,1,joelcolobong
8952,11542806,Wmiann,"2024-01-22 08:53:18",0.77511,1,wmiann
8953,11542907,"Victoria Gorohova","2024-01-22 09:14:52",0.77511,1,victoriagorohova
8954,11542946,yuj-kaggle,"2024-01-22 09:22:35",0.77511,1,yujkaggle
8955,11543060,Sakkthi,"2024-01-22 09:51:19",0.77511,1,sakkthi
8956,11543111,"Dhruv Verma #2","2024-01-22 10:02:00",0.77511,1,dhruv02v
8957,11543133,"Matsuoka Ran","2024-01-22 10:15:01",0.77511,2,matsuokaran
8958,11535066,"Yosuke Hirano","2024-01-22 10:14:07",0.77511,2,yosukehirano
8959,11543172,yashimoya,"2024-01-22 10:21:52",0.77511,1,yashimoya
8960,11543208,nikolasr,"2024-01-22 10:30:54",0.77511,1,nikolasr
8961,11059405,Kenjutzu,"2024-01-22 10:42:36",0.77511,1,kenjutzu
8962,11543276,"Bohdan Osmuk","2024-01-22 10:51:16",0.77511,1,bohdanosmuk
8963,11543282,"Nour Omar","2024-01-22 10:52:13",0.77511,1,nouromar
8964,11543164,LiddleChild,"2024-01-22 11:01:37",0.77511,3,liddlechild
8965,11543367,LuoKaiyang80,"2024-01-22 11:18:03",0.77511,1,luokaiyang80
8966,11543408,"Rami Garali111","2024-01-22 11:51:05",0.77511,3,ramigarali111
8967,11543482,"Akin Deji","2024-01-22 11:49:18",0.77511,1,akindeji
8968,11543534,"Tijani Fulani","2024-01-22 12:03:43",0.77511,1,tijanifulani
8969,11543599,"Elmira Mansur","2024-01-22 12:19:33",0.77511,1,elmiramansur
8970,9533606,"Claudiu Ivan","2024-01-22 14:45:40",0.77511,3,klaudyul
8971,11543636,PiettroBeninca,"2024-01-22 12:31:13",0.77511,1,piettrobeninca
8972,11543639,Pixelus,"2024-01-22 12:32:36",0.77511,1,pixelus
8973,11543688,"Farrel Augusta Dinata","2024-01-22 12:43:30",0.77511,1,farrelad
8974,11543726,"YUKI UMEDA","2024-01-22 12:56:34",0.77511,1,yukiumeda
8975,11543728,"Mavis Dean","2024-01-22 12:57:09",0.77511,1,mavisdean
8976,11543731,"Rohith Reddy S","2024-01-22 12:58:59",0.77511,1,rohithreddysalguti
8977,11543819,tieen_aau,"2024-01-22 13:24:16",0.77511,1,tieenaau
8978,11543969,jerryqh,"2024-01-22 13:55:23",0.77511,1,jerryqh
8979,11539646,"Adriana Salcedo","2024-01-22 15:40:41",0.77511,2,adrianasalcedo
8980,11544123,SarahEliza,"2024-01-22 14:34:52",0.77511,1,saraheliza
8981,11544138,"Arne Bouten","2024-01-22 14:38:15",0.77511,1,arnebouten
8982,11544166,"Mykhailo Mikulich","2024-01-22 14:44:06",0.77511,1,mykhailomikulich
8983,11544172,Dilith2012,"2024-01-22 14:45:03",0.77511,1,dilith2012
8984,11544181,"Sebastian Scheibe","2024-01-22 14:46:09",0.77511,1,sebastianscheibe
8985,11544205,"Robin #22","2024-01-22 15:13:51",0.77511,3,robstarxy
8986,11544212,"Marie_Catty ","2024-01-22 14:53:57",0.77511,1,mariecatty
8987,11544247,sonu1008,"2024-01-22 15:02:57",0.77511,1,sonu1008
8988,11544263,"Sahil Manchanda #2","2024-01-22 15:08:24",0.77511,1,gamablobyt
8989,11544283,ShuanQ,"2024-01-23 06:29:39",0.77511,3,shuanq
8990,11544300,"Ismail Ouazzani Chahdi","2024-01-22 15:19:16",0.77511,1,ismailouazzanichahdi
8991,11544318,"Oukrid Maroua","2024-01-22 15:26:07",0.77511,1,oukridmaroua
8992,11544329,MiyaZhao,"2024-01-23 15:30:13",0.77511,4,miyazhao25
8993,11544389,"Balaraj B ","2024-01-22 15:46:40",0.77511,2,balarajb
8994,11544440,daferre01,"2024-01-22 15:59:39",0.77511,1,daferre01
8995,11530913,miello,"2024-01-22 16:07:00",0.77511,9,miello
8996,11544553,krson235,"2024-01-22 16:25:27",0.77511,2,krson235
8997,11035516,Abhinavzephurys,"2024-01-22 16:43:35",0.77511,8,abhinavzephurys
8998,11544637,"Dov Zipursky","2024-01-22 16:45:53",0.77511,1,dovzipursky
8999,11544639,LeeJunsung,"2024-01-23 08:55:47",0.77511,2,leejunsung
9000,11544672,"Merugu Balavardhan","2024-01-22 20:20:44",0.77511,2,merugubalavardhan
9001,11544693,"Joel Teo","2024-01-22 17:01:26",0.77511,1,jtbk17
9002,11544714,MayankArora,"2024-01-22 17:08:05",0.77511,1,mayankar5ra
9003,11544786,ManishaThakur007,"2024-01-22 17:41:00",0.77511,2,manishathakur007
9004,11544839,"Milind Agarwal #2","2024-01-22 17:37:37",0.77511,1,milind1979
9005,11544850,"pranidhan atreya","2024-01-22 17:42:14",0.77511,1,pranidhanatreya
9006,11544852,damiron4,"2024-01-22 17:51:35",0.77511,2,damiron4
9007,11544860,"Mark Edwards #2","2024-01-22 17:51:20",0.77511,2,markmizu
9008,11544913,"Ayaan Jamil","2024-01-22 18:03:00",0.77511,1,ayaanjamil
9009,11545018,"Rizwan Rizwan","2024-01-22 18:29:57",0.77511,1,rizwanrizwannazir
9010,11545100,"Chirag Gupta #3","2024-01-22 18:55:26",0.77511,1,chircute
9011,11545138,Inalov,"2024-01-22 19:07:45",0.77511,1,amirhoseinaa
9012,11545147,"Dylan Perotti","2024-01-22 19:11:04",0.77511,1,dylanperotti
9013,11545281,"Justin Carrington","2024-01-22 19:57:32",0.77511,1,justincarrington
9014,11545317,davinci254254,"2024-01-22 20:07:56",0.77511,1,howardjiaqihua
9015,11545444,"ali king","2024-01-22 20:47:18",0.77511,1,blimp10
9016,11545468,Alllllaaan,"2024-01-22 20:53:28",0.77511,1,alllllaaan
9017,11545483,sebastianozucchi,"2024-01-22 21:00:38",0.77511,1,sebastianozucchi
9018,11545619,"Alessandro Mazzeo","2024-01-22 21:53:04",0.77511,1,alemazz11
9019,11545732,mugrufis,"2024-01-22 22:42:17",0.77511,1,mugrufis
9020,11545749,LauraLeeR,"2024-01-22 22:49:10",0.77511,1,lauraleer
9021,11545930,"Josh T","2024-01-23 00:13:13",0.77511,1,johndoe455
9022,11546007,jarvisclouds,"2024-01-23 00:37:30",0.77511,1,jarvisclouds
9023,11546013,"Yimin Liu","2024-01-23 00:39:13",0.77511,1,yimincoco
9024,11546247,viktoria-nik79,"2024-01-23 02:00:13",0.77511,1,viktorianik79
9025,11546342,"Jarvel Li","2024-01-23 02:25:41",0.77511,1,jarvelli
9026,11546413,"J Gartner","2024-01-23 04:14:38",0.77511,2,jgartner
9027,11546509,"Dainel Arzuaga","2024-01-23 03:12:50",0.77511,1,dainelarzuaga
9028,11546629,"Diksha Prasad #2","2024-01-23 03:45:15",0.77511,1,dikshadotpy
9029,11546686,"Park hyeongjoon","2024-01-23 03:59:08",0.77511,2,parkhyeongjoon
9030,11546695,monnieelizondo,"2024-01-23 04:01:47",0.77511,1,monnieelizondo
9031,11546708,"Aakaash Bose","2024-01-23 04:06:19",0.77511,1,aakaashbose
9032,11546736,thecowsrule,"2024-01-23 04:14:53",0.77511,1,thecowsrule
9033,11546746,xuzhan,"2024-01-23 04:19:57",0.77511,1,mrleonx
9034,11546752,naren5,"2024-01-23 04:22:52",0.77511,1,anshuman5
9035,11546758,Neaall,"2024-01-23 04:53:14",0.77511,4,"neaall,sakshitupkar"
9036,11546761,Amar3310,"2024-01-23 04:25:36",0.77511,1,amar3310
9037,11546827,"Ratna Dewi Pasaribu","2024-01-23 04:48:15",0.77511,1,ratnadewipasaribu
9038,11546901,"Nik Petranovic","2024-01-23 05:07:40",0.77511,1,nikpetranovic
9039,4765695,"Yuehai Li","2024-01-23 05:59:11",0.77511,1,yuehaili
9040,11547225,"Rejaul Islam Roky","2024-01-23 06:20:00",0.77511,1,rejroky
9041,11547298,"Misha Beldi","2024-01-23 06:38:19",0.77511,1,mishabeldi
9042,11542799,MingTsangYeh,"2024-01-23 07:58:37",0.77511,11,mingtsangyeh
9043,11488043,GOTAEGYEONG,"2024-01-23 06:58:59",0.77511,2,gotaegyeong
9044,11487388,"EUNKYU KANG","2024-01-23 08:50:28",0.77511,5,eunkyukang
9045,11547414,"Takumi Sobue","2024-01-23 07:00:49",0.77511,1,takumisobue
9046,11547422,stucco30,"2024-01-23 07:02:22",0.77511,1,stucco30
9047,11547397,"DoungHyuk Kim","2024-01-23 07:04:53",0.77511,1,dounghyukkim
9048,11547490,"Moritz #5","2024-01-23 07:17:46",0.77511,1,preissermoritz
9049,11547501,"Joey #11","2024-01-23 07:21:36",0.77511,1,jorabrar
9050,11547531,"Daffa Arifadilah","2024-01-23 07:29:52",0.77511,2,daffaarifadilla
9051,11547542,xztgoat,"2024-01-23 07:31:10",0.77511,1,xztgoat
9052,11547635,"Clement Ling","2024-01-23 07:49:39",0.77511,1,clementling
9053,11547630,miyazakiblue,"2024-01-23 08:05:13",0.77511,10,miyazakiblue
9054,11547817,PSchneider181,"2024-01-23 08:35:05",0.77511,1,pschneider181
9055,6763864,"Shanthi Sriadibhatla","2024-01-23 08:44:53",0.77511,1,shanthisriadibhatla
9056,11547963,wangcarol111,"2024-01-23 09:02:24",0.77511,1,wangcarol111
9057,11547996,"Viktoriya Buturlina","2024-01-23 09:08:54",0.77511,1,viktoriyabuturlina
9058,11548130,guapi9527,"2024-01-23 09:43:51",0.77511,1,guapi9527
9059,11548168,ilyurek,"2024-01-23 09:51:52",0.77511,1,ilyurek
9060,11548090,Aowu404,"2024-01-23 10:04:17",0.77511,4,aowu404
9061,11548049,Abhiramasdf,"2024-01-23 10:17:19",0.77511,2,abhiramasdf
9062,11548279,"Abhinav Singh #6","2024-01-23 10:20:30",0.77511,1,abhinavsingh2603
9063,11548313,"Richard Knüfner","2024-01-23 10:36:27",0.77511,2,richardknfner
9064,7165545,"Learn Programing","2024-01-23 10:35:57",0.77511,1,learnprograming
9065,11548343,"Tetiana Olshevska","2024-01-23 10:37:13",0.77511,1,tetianaolshevska
9066,11548356,ibracadabratest,"2024-01-23 10:40:14",0.77511,1,ibracadabratest
9067,11548417,"Akshet Bhadwal","2024-01-23 10:59:46",0.77511,1,akshetbhadwal
9068,11548459,Deepti14,"2024-01-23 11:12:47",0.77511,1,deepti14
9069,11548496,"Torgovec Alto","2024-01-23 11:21:11",0.77511,1,andreypriorov
9070,11548550,RemoSt,"2024-01-23 11:35:39",0.77511,1,remost
9071,11548574,Nozom1F,"2024-01-23 11:40:38",0.77511,1,nozom1f
9072,6065987,"Kittitat Tuntisak","2024-01-23 12:05:00",0.77511,9,kittitattuntisak
9073,11548673,MChimputti,"2024-01-23 12:05:05",0.77511,1,mchimputti
9074,10668540,"Song Joo Young","2024-01-23 12:24:57",0.77511,1,songjooyoung
9075,11548816,"Jennifer Longyear","2024-01-23 12:42:06",0.77511,1,jenniferlongyear
9076,9142327,"Hasnaa Bennis","2024-01-23 14:57:54",0.77511,2,hasnaabennis
9077,11548909,hypocrisy123,"2024-01-23 13:04:03",0.77511,1,hypocrisy123
9078,11549039,"Rania Khoury","2024-01-23 13:47:58",0.77511,2,raniakhoury
9079,11549068,"Thi Kieu Yen Vu","2024-01-23 13:43:07",0.77511,1,thikieuyenvu
9080,11549080,"Mitra Barve","2024-01-23 13:45:12",0.77511,1,mitzyy13
9081,11549093,"Brayan Barrios","2024-01-23 13:49:15",0.77511,1,brayanbarrios
9082,11549132,nonosaysyes,"2024-01-23 13:58:18",0.77511,1,nonosaysyes
9083,11549166,"Arjun Singh #12","2024-01-23 14:05:04",0.77511,1,iimarjun
9084,11549169,petdata,"2024-01-24 14:37:18",0.77511,9,petdata
9085,11549185,"Samuel Ayokanmi","2024-01-23 14:09:58",0.77511,1,samuelayokanmi
9086,11549239,Sakura_Hana01,"2024-01-23 15:50:15",0.77511,2,sakurahana01
9087,11549252,"Zhi Qu(Monica)","2024-01-23 14:28:07",0.77511,2,zhiqumonica
9088,11549412,"Yigit Civilo","2024-01-23 15:03:20",0.77511,1,civilo
9089,11549446,"Akmaral Karimuratova","2024-01-23 15:12:32",0.77511,1,makaka0505
9090,11549481,"Ravali Edulapuram","2024-01-23 15:22:54",0.77511,1,ravaliedulapuram
9091,11549502,Amishaaa,"2024-01-23 15:29:33",0.77511,1,amishaaa
9092,11549631,CodeZero_000000000,"2024-01-23 16:03:43",0.77511,1,codezero000000
9093,11549678,ccmosser,"2024-01-23 19:47:31",0.77511,2,ccmosser
9094,11549732,"Devin Gent","2024-01-23 16:26:40",0.77511,1,devingent
9095,11486487,"Aaran Daniel","2024-01-23 16:48:38",0.77511,2,aarandaniel
9096,11549821,"Edwars Sabando","2024-01-23 16:51:13",0.77511,1,edwarssabando
9097,11549868,"Zihao Lu","2024-01-23 17:04:04",0.77511,1,zihaolu1996
9098,10560306,zarafa3060,"2024-01-24 13:35:43",0.77511,3,zarafa3060
9099,11549909,"Sujatha Suresh","2024-01-23 17:13:04",0.77511,1,sujathasuresh
9100,4688136,rendongltt,"2024-01-23 17:25:50",0.77511,5,rendongltt
9101,11550003,"Shubham Pathak #4","2024-01-23 17:41:43",0.77511,1,shuepat
9102,11550034,suomynona25,"2024-01-23 18:01:02",0.77511,1,suomynona25
9103,11549547,"Karlo #2","2024-01-25 15:32:57",0.77511,4,karlo227
9104,11550139,prajjawalsahu,"2024-01-23 19:38:05",0.77511,3,prajjawalsahu
9105,11550191,phileezor,"2024-01-23 18:36:09",0.77511,1,phileezor
9106,11550213,"Sean Staples","2024-01-23 18:42:18",0.77511,1,seanstaples
9107,11550231,trf1983,"2024-01-23 18:45:48",0.77511,1,trf1983
9108,11550247,Jackiewong1,"2024-01-23 18:48:00",0.77511,1,jackiewong1
9109,11550250,"Nataly Jimenez","2024-01-23 18:48:53",0.77511,1,natj05
9110,11550313,F8ful,"2024-01-24 20:30:30",0.77511,3,ermolaevgerman
9111,11550352,Prateek_Agrawal2005,"2024-01-23 19:08:54",0.77511,1,prateekagrawal2005
9112,11540921,"Bishoy Hany Raafat Wissa","2024-01-23 19:10:12",0.77511,6,bishoyhany
9113,11550516,"Nimish Gigras","2024-01-23 19:59:42",0.77511,1,nimishgigras
9114,11550524,"Vijay Magati","2024-01-23 20:02:45",0.77511,1,vmagati
9115,11550737,"Sylwester Fraczek","2024-01-23 21:12:37",0.77511,1,sylwesterfraczek
9116,11550752,snodsfa,"2024-01-23 21:17:40",0.77511,1,snodsfa
9117,11550787,"Craig D Smith","2024-01-23 21:29:34",0.77511,2,craigdsmith
9118,11550989,"Nikita Sychev","2024-01-23 22:32:44",0.77511,1,hek0tik
9119,11551328,"Joe Clark","2024-01-24 03:51:13",0.77511,2,ajoeofalltrades
9120,11551390,"Edwin Davison","2024-01-24 01:38:32",0.77511,1,edwindavison
9121,11551406,"Ricardo Barrera","2024-01-24 01:43:47",0.77511,1,richymx
9122,11551468,"weili xie","2024-01-24 02:06:11",0.77511,1,weilixie
9123,11551562,YaoSun51,"2024-01-24 02:43:35",0.77511,1,yaosun51
9124,11551656,"Aaron Morabito","2024-01-24 03:17:41",0.77511,1,aaronmorabito
9125,2536715,Yuzu,"2024-01-24 03:19:32",0.77511,1,kobayuzu
9126,11551756,Fantasy-Hao,"2024-01-24 03:50:30",0.77511,1,fantasyhao
9127,11551814,"Hernan Garrido","2024-01-24 04:10:41",0.77511,1,hernangarrido
9128,11551897,INST1NCT__0,"2024-01-24 04:38:02",0.77511,1,inst1nct0
9129,11552036,"Kushagr Gupta","2024-01-24 05:21:24",0.77511,1,kushagrgupta258
9130,11033506,"Muhammad Umar Sohail","2024-01-24 05:34:16",0.77511,1,muhammadumarsohail
9131,11552171,tarosa,"2024-01-27 16:28:11",0.77511,3,tarosa
9132,11552241,"Vivien Perrin","2024-01-24 06:18:58",0.77511,1,vivienperrin
9133,11552270,"ukiuki avocado","2024-01-24 06:24:43",0.77511,1,ukiukiavocado
9134,11552536,"M Yaseen Sabir","2024-01-24 07:07:16",0.77511,1,myaseensabir
9135,11552620,qrcodeTH,"2024-01-24 07:23:25",0.77511,2,thanaphumsaywonin
9136,11552300,tsubachan,"2024-01-24 07:37:23",0.77511,2,tsubachan
9137,11552719,"Jeffrey Adrian Kurniawan","2024-01-24 07:41:09",0.77511,1,jeffak
9138,11552199,Ragib1693,"2024-01-24 07:49:25",0.77511,4,ragib1693
9139,11552791,oceannnnn,"2024-01-26 11:19:02",0.77511,4,oceannnnn
9140,9754142,aslk14789,"2024-01-24 08:02:19",0.77511,1,aslk14789
9141,11486773,"JIASHUO CHEN3","2024-01-24 08:02:41",0.77511,2,jiashuochen3
9142,11552866,Nassy,"2024-01-24 08:08:01",0.77511,1,naoyukiokamoto
9143,11552870,"Ranna D Patil","2024-01-24 08:08:45",0.77511,1,rannadpatil
9144,11553051,BlueBug,"2024-01-24 09:08:01",0.77511,3,wot4jwertjkejrk564
9145,11553099,"Radchaneeporn Changpun","2024-01-24 15:51:34",0.77511,6,cradchaneeporn
9146,11553143,zrqgogogo,"2024-01-24 08:55:26",0.77511,1,zrqgogogo
9147,11553150,"Nicolò Bachiorri ","2024-01-24 08:56:53",0.77511,1,nicolbachiorri
9148,11553409,fdm584,"2024-01-24 09:55:05",0.77511,1,fdm584
9149,11553421,"Krishn Parasar","2024-01-24 09:57:36",0.77511,1,krishnp14
9150,11553483,"Afia Mushtaq","2024-01-24 10:09:21",0.77511,1,afeaya
9151,11553498,"Robert Godfrey","2024-01-24 10:12:41",0.77511,1,robertgodfrey
9152,1694640,"Opatola James Bolaji","2024-01-24 10:14:45",0.77511,1,wonderstat
9153,11553591,"Tingting Yao","2024-01-24 10:33:45",0.77511,1,tingtingyao
9154,11553605,"Faizan Aqeel","2024-01-24 10:36:26",0.77511,1,faizanaqeel
9155,11098252,"Harmeet Kaur24","2024-01-24 10:51:18",0.77511,1,harmeetkaur24
9156,11553767,AtulKaushal786,"2024-01-24 11:31:25",0.77511,1,atulkaushal786
9157,11553833,"Adeniran Kayode","2024-01-24 11:49:18",0.77511,1,adenirankayode
9158,11532632,frdydtrd,"2024-01-24 12:05:20",0.77511,9,frdydtrd
9159,11553876,"Alessandro Motta","2024-01-25 13:36:45",0.77511,3,mottaless
9160,11553979,"Mansi Ambalam","2024-01-24 12:26:58",0.77511,1,mansiambalam
9161,11554201,WaluMech,"2024-01-24 13:23:11",0.77511,1,walumech
9162,11554211,"Flo Item","2024-01-24 13:26:13",0.77511,1,floitem
9163,8064044,bxntnx,"2024-01-24 13:49:44",0.77511,3,bxntnx
9164,11554301,"TNH Naem","2024-01-24 13:48:35",0.77511,2,tnhnaem
